text,true_label,true_class_name,predicted_label,predicted_class_name,text_length,predicted_probability,top2_label,top2_probability
“跨区域”办学使新疆3万多名各民族学生受益,3,education,5,society,21,0.13406442934044294,3,0.12612396317014432
注税考前大练兵：税收相关法律重难点总结,3,education,9,entertainment,19,0.10752491697240735,7,0.1035529707305004
高一优秀作文赏析：让责任之花绽放,3,education,9,entertainment,16,0.10752491697240735,7,0.1035529707305004
艺考可能因新课改而降温,3,education,6,politics,11,0.1087436773987075,9,0.10685474976276066
英国爆发第三次学生游行抗议涨学费,3,education,5,society,16,0.13437626068447228,3,0.12723579615217187
五千加沙儿童共绘手印画 打破吉尼斯纪录,3,education,9,entertainment,19,0.10752491697240735,7,0.1035529707305004
申请人大主考专业学位本科段课程成绩要达65分,3,education,9,entertainment,22,0.10752491697240735,7,0.1035529707305004
中国5名留美学生发生车祸 2死3伤,3,education,6,politics,17,0.15961054527313112,5,0.10362341039977935
广州中小学开学典礼很“奥运”(图),3,education,9,entertainment,17,0.10752491697240735,7,0.1035529707305004
创新之道：我在美国成功转学上名校,3,education,6,politics,16,0.1438391545908458,3,0.12824060125188816
海外见闻：阿根廷圣诞宝贝最惹火(图),3,education,8,game,18,0.11929799778082584,9,0.10618117078186629
东南大学艺术特长生和保送生初审结果公布,3,education,8,game,19,0.13449354259517338,3,0.11827281281011133
MBA招收应届毕业生临阵“缩沙”始末(组图),3,education,9,entertainment,22,0.1347418701734234,3,0.1087472584655082
热议：美国梦想法案是否对留学生不公平？,3,education,6,politics,19,0.14690925880932856,3,0.12678295725658123
初三生与父母相处学会“三变”,3,education,5,society,14,0.1259051441065088,9,0.10626346307781855
教育部：做好秋季开学公共卫生事件防控工作,3,education,9,entertainment,20,0.10752491697240735,7,0.1035529707305004
20个常用手势让你摇身一变“美国通”,3,education,6,politics,18,0.14759450849651334,2,0.10874599993177923
学习之星：北航同宿舍8名男生全保研,3,education,5,society,17,0.12873523874487092,9,0.10483783472636805
内蒙古在校大学生明年起可以参加基本医疗保险,3,education,5,society,21,0.124754813700801,9,0.10355602842349056
组图：备战艺考 女生穿比基尼半裸对视男生,3,education,5,society,20,0.16064726180592587,9,0.13109247896058498
“梦想法案”梦断国会山 奥巴马“非常失望”,3,education,6,politics,21,0.20818732570371318,2,0.10700310759881618
17日中国和新加坡《互免签证协定》生效,3,education,9,entertainment,19,0.10752491697240735,7,0.1035529707305004
从高中生到大学生 华丽转身从现在开始(组图),3,education,5,society,22,0.13680258997942785,9,0.13094121030685868
趣味测试：你选对职业了吗,3,education,8,game,12,0.10758942105839102,9,0.10564324379157326
解读：加拿大助学金和奖学金区分标准,3,education,9,entertainment,17,0.10752491697240735,7,0.1035529707305004
掌握五种有效记忆方法 让你轻松玩转历史学科(2),3,education,9,entertainment,24,0.10752491697240735,7,0.1035529707305004
图文：2009年高考生准考证拿到手,3,education,7,sports,17,0.15871885668012886,3,0.15040633376894122
湖大出新规：期末考不满50分平时成绩不算数,3,education,9,entertainment,21,0.10752491697240735,7,0.1035529707305004
留法签证拒签率分析 语言水平不过关是主因,3,education,9,entertainment,20,0.10752491697240735,7,0.1035529707305004
加拿大联邦技术移民最新详细职业清单,3,education,9,entertainment,17,0.10752491697240735,7,0.1035529707305004
海归女骑手：改国籍只为代表中国参加奥运(图),3,education,9,entertainment,22,0.10752491697240735,7,0.1035529707305004
美国杜莎夫人蜡像馆为名人换唐装贺新春(图),3,education,6,politics,21,0.15062762134260851,2,0.1060567182988072
揭秘11岁神童在人大的生活：师兄师姐关爱有加,3,education,9,entertainment,22,0.10752491697240735,7,0.1035529707305004
热议中学校长推荐上北大：偏才怪才降30分没用,3,education,4,science,22,0.13360981338251438,3,0.12373474128885618
三胞胎姐妹金榜题名：贫困其实是一种财富(图),3,education,9,entertainment,22,0.10752491697240735,7,0.1035529707305004
趣味：九大雷死人不偿命怪癖你占几个(图),3,education,9,entertainment,20,0.10752491697240735,7,0.1035529707305004
留学生：在美国找工作也得靠“关系”,3,education,6,politics,17,0.1438761459632334,3,0.12893156643204035
初中生读中技 毕业后成人才市场“香饽饽”,3,education,2,stocks,20,0.13219063650695959,0,0.12349540043255983
高考作文预测 网络微博话题受关注,3,education,4,science,16,0.11998082534864507,2,0.10692130319810644
美科学家进行千人实验 称人类或许能预知未来,3,education,9,entertainment,21,0.10752491697240735,7,0.1035529707305004
会6种语言成都女孩获哈佛大学全额奖学金,3,education,5,society,19,0.12784052140000887,9,0.10769820369740278
中学英语指南：九类倒装句解析,3,education,9,entertainment,14,0.10571345177135169,8,0.10450814608150397
留美申请文书写作技巧：尽量多讲故事,3,education,9,entertainment,17,0.10752491697240735,7,0.1035529707305004
开学添置新文具 关注实用别跟”攀比风”(图),3,education,2,stocks,22,0.11016447859078832,9,0.10555011085655241
香港城市大学2008年学费上涨1万港币,3,education,0,finance,19,0.14183273471959829,2,0.12578764728529518
北大推荐生名单鲜见偏才怪才 钱钟书再难出现,3,education,4,science,21,0.10854014039945149,3,0.1084228093782419
冬天里的春天 计算机专业就业新观察,3,education,9,entertainment,17,0.10546726886986095,6,0.10393510882050164
野鸡大学调查：国外半小时注册 国内无周密审查,3,education,9,entertainment,22,0.10573266464067554,0,0.1046415561055084
台湾放开大陆学生赴台就读 门槛还很高,3,education,5,society,18,0.13406442934044294,3,0.12612396317014432
教育部：400名大学生须配一政治老师,3,education,5,society,18,0.1210559342393725,3,0.11980086166158407
湖北武汉二中探索出有效课堂教学策略,3,education,9,entertainment,17,0.10752491697240735,7,0.1035529707305004
揭秘：美国大学生从蚁族潜伏到蜗居,3,education,6,politics,16,0.13779191153359935,5,0.11994330168737737
老外看中国：乘车不喜欢系安全带等,3,education,9,entertainment,16,0.10752491697240735,7,0.1035529707305004
提示站：自费留学需注意“山寨中介”,3,education,9,entertainment,17,0.10752491697240735,7,0.1035529707305004
墨尔本大学国际开放日 5月21日北京始发,3,education,1,realty,20,0.13962561442190943,3,0.11531534345536523
预告：9日1400清华学堂计划人才培养方案和特色,3,education,6,politics,24,0.10528799478688683,9,0.10453682407581975
面对“落榜生” 家庭关怀帮助不可少,3,education,9,entertainment,17,0.10752491697240735,7,0.1035529707305004
口述90后中学生的真实学习生活,3,education,1,realty,15,0.10642163041076032,9,0.10379359952383792
六种话题作文创新方法打造满分作文(3),3,education,9,entertainment,19,0.10752491697240735,7,0.1035529707305004
上海师范大学成立国际儒学院,3,education,2,stocks,13,0.10756162244516014,1,0.10345838827621394
哈佛北京校友会设立“哈佛中国学子基金”,3,education,0,finance,19,0.26214611041185365,3,0.11219053408807884
社工试题答案公布：增加逻辑推理题,3,education,8,game,16,0.13437152005560762,3,0.10707314282456153
香港告别34年中学会考制度,3,education,9,entertainment,13,0.10752491697240735,7,0.1035529707305004
浙江高考作文得高分 关键写好“之间”,3,education,9,entertainment,18,0.10752491697240735,7,0.1035529707305004
14岁“神童”大学生读天大 靠的是勤奋(图),3,education,5,society,22,0.124754813700801,9,0.10355602842349056
快讯：七月赴澳技术移民将按新政申请,3,education,2,stocks,17,0.15609991818744637,9,0.09912212764842489
好莱坞十大童星富豪排行榜新鲜出炉(组图),3,education,9,entertainment,20,0.1286919137147465,5,0.10582395439285674
司考10年41万人获职业资格 司考工作网络初成,3,education,4,science,23,0.11156520014375669,9,0.1066880096113716
作文点评：材料作文是主流 半数涉及社会热点,3,education,9,entertainment,21,0.10752491697240735,7,0.1035529707305004
测试：你内心真实的一面属于哪种类型(图),3,education,8,game,20,0.10758942105839102,9,0.10564324379157326
惊爆：美国百万富人赚钱的十大“秘诀”,3,education,6,politics,18,0.15062762134260851,2,0.1060567182988072
剑桥大学为中国博士专设高额奖学金,3,education,9,entertainment,16,0.10752491697240735,7,0.1035529707305004
增加竞争：英国欲改革大学排名体制,3,education,6,politics,16,0.10937834513168447,9,0.10575528733979178
海归回国创业最高可获50万元资金支持,3,education,5,society,18,0.14275441220434518,2,0.10331326149109218
拉斯维加斯：一个疯狂不羁的城市(图),3,education,9,entertainment,18,0.10592884127935175,6,0.10337716157360471
深圳特区报：澳际留美挑战赛开赛,3,education,9,entertainment,15,0.10752491697240735,7,0.1035529707305004
周冬雨素颜参加高考 学校称不提供便利(组图),3,education,9,entertainment,22,0.13088645501683016,3,0.12971619626629174
教辅书东拼西凑广告夸大 背后暗藏分成利益,3,education,9,entertainment,20,0.10752491697240735,7,0.1035529707305004
武汉首开校园舞林大会 集体舞提升学生气质,3,education,5,society,20,0.1322786145624505,3,0.1245157128618235
张艺谋做客母校北电 建议学子反复实践(组图),3,education,9,entertainment,22,0.13353769888449105,3,0.12391703150892776
吉林爱心助学基金 20岁女生申请助学金,3,education,0,finance,19,0.2644191815448111,5,0.12499734113177331
亲历：日本体验配眼镜的舒适服务(组图),3,education,9,entertainment,19,0.13423407982184046,6,0.12584083971222876
“避热就冷”好就业 小语种创造大前途(图),3,education,9,entertainment,21,0.10546726886986095,6,0.10393510882050164
揭开：美国穷人爱“蜗居”城里原因,3,education,6,politics,16,0.15062762134260851,2,0.1060567182988072
趣味：爱因斯坦出的测试 只有2%的人能答对,3,education,8,game,21,0.10758942105839102,9,0.10564324379157326
具有推荐保送生资格的17所外国语中学名单,3,education,4,science,20,0.13561744855620322,3,0.10782020783578514
美媒：“海归派”在中国势力逐渐壮大,3,education,9,entertainment,17,0.10752491697240735,7,0.1035529707305004
印度4岁“俯卧撑帝”40分钟做1500个(图),3,education,6,politics,23,0.17961237728516213,7,0.10253245449744393
山西同等学力申硕全国联考开始领取准考证,3,education,9,entertainment,19,0.10614129054303877,6,0.10370483714399384
演员张一山、杨紫通过北京电影学院三试(组图),3,education,9,entertainment,22,0.1520636708570566,5,0.10923959330721794
看到绿丝带有事您说话 爱心送考车队正式出发,3,education,9,entertainment,21,0.10752491697240735,7,0.1035529707305004
最牛女生宿舍：考耶鲁进清华七朵金花绽放(图),3,education,9,entertainment,22,0.10752491697240735,7,0.1035529707305004
范文赏析：GMAT与GRE满分作文揭秘,3,education,9,entertainment,19,0.10752491697240735,7,0.1035529707305004
北京舞蹈学院7月、8月加试专业课,3,education,9,entertainment,16,0.10752491697240735,7,0.1035529707305004
为防控甲流教委发通知 国庆前学生军训可推迟,3,education,5,society,21,0.13406442934044294,3,0.12612396317014432
南方科大正式开学 成都首吃螃蟹学生坦言纠结过,3,education,5,society,22,0.13406442934044294,3,0.12612396317014432
百名陌生同学送祝福 大一女孩度过最难忘生日,3,education,5,society,21,0.12784052140000887,9,0.10769820369740278
美中产家庭抚养孩子18岁要花147万元人民币,3,education,5,society,22,0.144425046280116,9,0.10168077253832389
青岛籍大学生20日可申请生源地助学贷款,3,education,5,society,19,0.124754813700801,9,0.10355602842349056
美国教育部副部长：注重鼓励学生独立思考,3,education,6,politics,19,0.1611246736396437,5,0.12724127612060612
雷闯下周正式前往交大读研 校方表示绝不歧视,3,education,9,entertainment,21,0.10752491697240735,7,0.1035529707305004
别样家长会：老师唱独角变成三方恳谈(图),3,education,9,entertainment,20,0.10752491697240735,7,0.1035529707305004
江苏南京四大名校全部进驻河西新城,3,education,1,realty,16,0.13780718282441815,3,0.1310981483617119
广州高考状元共同点：家庭轻松自由多,3,education,9,entertainment,17,0.10752491697240735,7,0.1035529707305004
朱德庸：几乎不开空调 传递绿色生活体验,9,entertainment,8,game,19,0.11060288061224684,9,0.10582907175951162
乔治男孩提前出狱 清瘦一圈眼袋变小(图),9,entertainment,5,society,20,0.1430197401316042,9,0.105271670505568
本山传媒员工：没听说赵本山入院 公司正常运转,9,entertainment,5,society,22,0.11353402987810918,9,0.10524024769864243
弃恶搞选唯美 孙周首玩网络电影《相对论》(图),9,entertainment,4,science,23,0.12049372005683814,9,0.10593867044012951
“老白”归来 沙溢疑似“转会”华谊,9,entertainment,7,sports,17,0.13717462196585517,9,0.10468132263248232
张嘉儿视“猪扒港姐”是测试 笑称自己已过关,9,entertainment,8,game,21,0.10758942105839102,9,0.10564324379157326
彭坦春晓拍时尚大片玩性别反串(图),9,entertainment,4,science,17,0.14345534866168091,9,0.12285285285548113
《蜗居》登陆北京说房事 海清：不能为钱当孙子,9,entertainment,1,realty,22,0.1335752913120487,3,0.12004707731770595
尚雯婕现身时尚盛典 造型依然很另类(图),9,entertainment,4,science,20,0.14345534866168091,9,0.12285285285548113
米雪球场展欢颜 球迷掌声悼念尹志强(图),9,entertainment,7,sports,20,0.18771063292734724,9,0.09770286818357851
高群书《四大名捕》角色解析 四主角各领风骚,9,entertainment,8,game,21,0.1182801054203308,9,0.10592609629480451
《等到胜利那一天》热拍 秦怡病中演绎战火绝恋,9,entertainment,7,sports,22,0.11905638362449102,9,0.1063723226985085
“绯闻女孩”恋上“吸血鬼王子”？(图),9,entertainment,5,society,19,0.12784052140000887,9,0.10769820369740278
冯小刚自传《我把青春献给你》上市,9,entertainment,4,science,16,0.10993348995135194,2,0.10747163616170294
台湾偶像剧一周收视：《痞子英雄》重磅出击,9,entertainment,8,game,20,0.1569667950064818,9,0.1392847578106786
麦当娜9月发行精选集 爱女为母献MV处女秀(图),9,entertainment,0,finance,24,0.1496911464162952,9,0.102441606922951
贾静雯争女儿打官司花光积蓄,9,entertainment,5,society,13,0.11831508744207209,9,0.11666628098029831
高价换高清到底值不值 电视台主持人遇挑战(图),9,entertainment,4,science,23,0.13099279757330845,9,0.10496147711688193
吴彦祖接受吴君如访问 称已认定Lisa是未来老婆,9,entertainment,6,politics,24,0.1489149604506535,9,0.10330136251089185
于震做客《最佳现场》 讲述从艺经历(图),9,entertainment,7,sports,20,0.13358534355069454,9,0.10789768312929345
图文：杨威杨云三亚盛大婚礼-黄玉斌百感交集,9,entertainment,7,sports,21,0.16689082471664748,2,0.10689973983137918
他们支撑着香港娱乐业：影视大亨-邵逸夫(图),9,entertainment,2,stocks,22,0.10705745413047028,9,0.10549563079407993
英电影杂志选最伟大角色 皮特夺冠周润发排33,9,entertainment,7,sports,22,0.15779390710887728,8,0.11305737633178838
前女友牵出隐秘旧情 汪峰为5岁女儿做亲子鉴定,9,entertainment,5,society,22,0.11831508744207209,9,0.11666628098029831
马琳离婚案延期 宝马车送教练被指转移遗产(图),9,entertainment,7,sports,23,0.1182880676798567,9,0.10612359105936015
钟楚红否认接戏复出 丈夫生前事业交人处理(图),9,entertainment,5,society,23,0.16244602765984237,9,0.12121122252008137
董璇酷暑街头做环保 为私家车主赠送公交卡(图),9,entertainment,5,society,23,0.13052468095046493,9,0.10371833029788258
张艾嘉郑元畅探访印度贫困儿 分享希望幸福(图),9,entertainment,6,politics,23,0.18100422688813775,4,0.09951937129735015
台湾“综艺教父”王伟忠在杭开传媒公司,9,entertainment,0,finance,18,0.11506605301787194,9,0.1080413345229247
刘嘉玲苏州别墅房间达15间 市值1700万(图),9,entertainment,1,realty,24,0.19129371640284046,9,0.0966528939947505
林志颖加盟中国天荣F1摩托艇招商银行队,9,entertainment,7,sports,19,0.11498978042155654,9,0.10950955142822397
“虞姬”海选初试结束 渝女郎想演“虞女王”,9,entertainment,3,education,21,0.11057584577885798,9,0.1054073947349695
艾薇儿北京个唱有望和丈夫Sum41主唱同台,9,entertainment,5,society,21,0.15616504192557198,1,0.12792694375921218
“离婚门”成09娱乐关键词 “小三”层出不穷,9,entertainment,3,education,22,0.13101966076438212,9,0.10346603722567992
《非常了得》现女版姜振宇 封新城：光头是惊喜,9,entertainment,1,realty,22,0.14072130113169287,9,0.10256002877374465
韩寒回应陈文茜“肤浅”说：我不跟女生争辩,9,entertainment,5,society,20,0.12580640353165795,9,0.12107906425343488
《娱乐现场》关注夺金川音帮 李宇春力挺师妹,9,entertainment,2,stocks,21,0.11016447859078832,9,0.10555011085655241
齐秦手捧“心肝宝贝儿” 微博感谢关注及祝福,9,entertainment,2,stocks,21,0.11016447859078832,9,0.10555011085655241
新浪影视点评团22日为《赤壁》下最新打分69.4,9,entertainment,8,game,24,0.16894199175715993,9,0.10384684158056555
言承旭日本获奖人气高 千名粉丝留机场见偶像,9,entertainment,6,politics,21,0.12638141083291893,9,0.11096202938147036
郭敬明再掀圈钱攻略 多部主编漫画即将推出,9,entertainment,8,game,20,0.114482447976805,9,0.10547688266546723
张之亮将携《肩上蝶》亮相法国戛纳电影节,9,entertainment,6,politics,19,0.1132440661963137,9,0.11310516382767646
高云翔新造型抢风头 电影首映遭媒体围堵(图),9,entertainment,6,politics,22,0.1262642056154613,9,0.10847705241882237
吴尊赶戏没时间陪老爸 4天睡不到10小时,9,entertainment,5,society,20,0.11024803584837245,9,0.10765856015578841
年底演唱会老将PK新秀 流行乐演出市场渐入高潮,9,entertainment,2,stocks,23,0.11831171505142679,4,0.11593024793745853
日本情歌第一人高英男因肺炎病逝 享年90岁(图),9,entertainment,6,politics,24,0.12567842921709546,9,0.10280030600602677
何辉举行注册仪式 自认“当时头脑一片空白”,9,entertainment,6,politics,21,0.11872626361887718,9,0.10785341134400958
杰克逊老爸争遗产 每月要抢1.5万美元(图),9,entertainment,4,science,22,0.10932955856334942,9,0.10608051504300646
蔡依林勇夺新城五奖 罗志祥潘玮柏同场打气(图),9,entertainment,1,realty,23,0.14072130113169287,9,0.10256002877374465
综艺：有线台完胜四大电视网络预示革命到来,9,entertainment,4,science,20,0.12049372005683814,9,0.10593867044012951
后街男孩中旬来华 先研究“小虎队”视频,9,entertainment,5,society,19,0.14206314603728318,8,0.12454435003786082
《首映》寻找《东邪西毒》洪七妻子饰演者白丽,9,entertainment,5,society,21,0.18659375336545192,9,0.10853985047560288
黎姿讨好媒体派送礼品 赞女明珠两颗蒙天赐(图),9,entertainment,6,politics,23,0.10963422755816998,9,0.10796982687394888
