text,true_label,true_class_name,predicted_label,predicted_class_name,text_length,predicted_probability,top2_label,top2_probability
最牛女生宿舍：考耶鲁进清华七朵金花绽放(图),3,education,9,entertainment,22,0.38,3,0.32
北京舞蹈学院7月、8月加试专业课,3,education,9,entertainment,16,0.87,4,0.05
百名陌生同学送祝福 大一女孩度过最难忘生日,3,education,5,society,21,0.65,9,0.23
美中产家庭抚养孩子18岁要花147万元人民币,3,education,5,society,22,0.48,0,0.2
青岛籍大学生20日可申请生源地助学贷款,3,education,5,society,19,0.76,3,0.11
美国教育部副部长：注重鼓励学生独立思考,3,education,6,politics,19,0.56,3,0.23
雷闯下周正式前往交大读研 校方表示绝不歧视,3,education,9,entertainment,21,0.47,2,0.33
别样家长会：老师唱独角变成三方恳谈(图),3,education,5,society,20,0.49,9,0.3
广州高考状元共同点：家庭轻松自由多,3,education,0,finance,17,0.41,3,0.17
朱德庸：几乎不开空调 传递绿色生活体验,9,entertainment,8,game,19,0.38,9,0.28
乔治男孩提前出狱 清瘦一圈眼袋变小(图),9,entertainment,5,society,20,0.79,9,0.07
妮可-里奇网上分享美发心得 推出自家品牌首饰,9,entertainment,4,science,22,0.37,5,0.2
重塑雕像的权利9号专场 首次5人登场演绎新歌,9,entertainment,8,game,22,0.35,9,0.33
弃恶搞选唯美 孙周首玩网络电影《相对论》(图),9,entertainment,4,science,23,0.78,5,0.07
“老白”归来 沙溢疑似“转会”华谊,9,entertainment,7,sports,17,0.61,9,0.15
张嘉儿视“猪扒港姐”是测试 笑称自己已过关,9,entertainment,3,education,21,0.77,8,0.1
彭坦春晓拍时尚大片玩性别反串(图),9,entertainment,4,science,17,0.59,9,0.26
《蜗居》登陆北京说房事 海清：不能为钱当孙子,9,entertainment,1,realty,22,0.56,3,0.2
米雪球场展欢颜 球迷掌声悼念尹志强(图),9,entertainment,7,sports,20,0.8,5,0.17
高群书《四大名捕》角色解析 四主角各领风骚,9,entertainment,8,game,21,0.48,9,0.44
王朔一见钟情恋上周迅 房祖名是介绍人(图),9,entertainment,8,game,21,0.53,9,0.35
“绯闻女孩”恋上“吸血鬼王子”？(图),9,entertainment,5,society,19,0.8,9,0.11
郎朗时刻等待祖国召唤首张精选集献礼奥运,9,entertainment,8,game,19,0.31,7,0.22
陈小春应采儿今日情人节在美国赌城注册结婚,9,entertainment,6,politics,20,0.65,9,0.17
预告：24日10时半朱丹吴健吴毅聊《女主播》,9,entertainment,5,society,22,0.23,1,0.19
冯小刚自传《我把青春献给你》上市,9,entertainment,2,stocks,16,0.39,8,0.28
董卿称正在研读易中天 网友拍砖戏谑其装深沉,9,entertainment,4,science,21,0.4,5,0.3
亚视也跟速配风 《挞着》进行公开招募(图),9,entertainment,8,game,21,0.32,6,0.24
夏雨袁泉携手风雨十年路(图),9,entertainment,4,science,14,0.33,9,0.33
马苏《女人如花》受关注 厂花惨变“苦菜花”,9,entertainment,2,stocks,21,0.63,9,0.28
高价换高清到底值不值 电视台主持人遇挑战(图),9,entertainment,4,science,23,0.56,9,0.28
于震做客《最佳现场》 讲述从艺经历(图),9,entertainment,7,sports,20,0.43,9,0.28
图文：杨威杨云三亚盛大婚礼-黄玉斌百感交集,9,entertainment,7,sports,21,0.34,2,0.25
他们支撑着香港娱乐业：影视大亨-邵逸夫(图),9,entertainment,2,stocks,22,0.3,9,0.3
英电影杂志选最伟大角色 皮特夺冠周润发排33,9,entertainment,7,sports,22,0.48,9,0.34
李小冉写微博声明称四年来一直遭威胁,9,entertainment,4,science,17,0.59,9,0.24
马琳离婚案延期 宝马车送教练被指转移遗产(图),9,entertainment,7,sports,23,0.48,9,0.37
张艾嘉郑元畅探访印度贫困儿 分享希望幸福(图),9,entertainment,6,politics,23,0.61,2,0.11
台湾“综艺教父”王伟忠在杭开传媒公司,9,entertainment,6,politics,18,0.32,4,0.21
刘嘉玲苏州别墅房间达15间 市值1700万(图),9,entertainment,1,realty,24,0.82,5,0.09
林志颖加盟中国天荣F1摩托艇招商银行队,9,entertainment,7,sports,19,0.58,9,0.17
好友揭梁洛施解约内幕 英皇恐怖10年死约(图),9,entertainment,5,society,23,0.24,9,0.17
陈慧琳风光大嫁 宣布“造人”为头等大事(图),9,entertainment,6,politics,22,0.42,9,0.25
艾薇儿北京个唱有望和丈夫Sum41主唱同台,9,entertainment,1,realty,21,0.38,5,0.32
“离婚门”成09娱乐关键词 “小三”层出不穷,9,entertainment,3,education,22,0.62,9,0.19
张紫妍原经纪人刘长浩被警方立案调查,9,entertainment,5,society,17,0.49,6,0.28
《非常了得》现女版姜振宇 封新城：光头是惊喜,9,entertainment,1,realty,22,0.47,9,0.37
韩寒回应陈文茜“肤浅”说：我不跟女生争辩,9,entertainment,5,society,20,0.47,9,0.23
《娱乐现场》关注夺金川音帮 李宇春力挺师妹,9,entertainment,2,stocks,21,0.4,9,0.24
齐秦手捧“心肝宝贝儿” 微博感谢关注及祝福,9,entertainment,2,stocks,21,0.45,4,0.34
梁静茹在菲律宾长滩岛完婚 李宗盛担当主婚人,9,entertainment,6,politics,21,0.68,9,0.29
新浪影视点评团22日为《赤壁》下最新打分69.4,9,entertainment,8,game,24,0.31,9,0.31
言承旭日本获奖人气高 千名粉丝留机场见偶像,9,entertainment,6,politics,21,0.49,9,0.29
电影票房今日冲刺100亿 细数百亿背后的痒与痛,9,entertainment,0,finance,23,0.21,9,0.21
罗京亲证病情不严重明年复工,9,entertainment,6,politics,13,0.43,9,0.35
郭敬明再掀圈钱攻略 多部主编漫画即将推出,9,entertainment,8,game,20,0.57,9,0.26
张之亮将携《肩上蝶》亮相法国戛纳电影节,9,entertainment,6,politics,19,0.42,9,0.23
吴尊赶戏没时间陪老爸 4天睡不到10小时,9,entertainment,5,society,20,0.19,4,0.17
高晓松狱中翻译马尔克斯 众网友赞其有才,9,entertainment,4,science,19,0.38,5,0.31
日本情歌第一人高英男因肺炎病逝 享年90岁(图),9,entertainment,6,politics,24,0.57,3,0.07
何辉举行注册仪式 自认“当时头脑一片空白”,9,entertainment,6,politics,21,0.54,1,0.11
杰克逊老爸争遗产 每月要抢1.5万美元(图),9,entertainment,4,science,22,0.45,9,0.3
综艺：有线台完胜四大电视网络预示革命到来,9,entertainment,4,science,20,0.45,7,0.23
后街男孩中旬来华 先研究“小虎队”视频,9,entertainment,5,society,19,0.47,8,0.22
《首映》寻找《东邪西毒》洪七妻子饰演者白丽,9,entertainment,5,society,21,0.56,9,0.31
《人间》三周年重装升级 全新舞美震撼出炉,9,entertainment,8,game,20,0.85,9,0.07
亚洲唯一杨紫琼上美女榜 被形容为武术女王,9,entertainment,8,game,20,0.32,9,0.19
孙志浩舅舅曝贾静雯曾发生“不堪的事”,9,entertainment,6,politics,18,0.9,9,0.05
姚笛谈裸婚称“裸”不了 对方“裸”没问题(图),9,entertainment,6,politics,23,0.43,9,0.17
龙丹妮升官不出走？水落石出就在10日,9,entertainment,5,society,18,0.28,4,0.23
传曹颖由于身体原因将暂停所有工作,9,entertainment,6,politics,16,0.38,9,0.23
毛毛童年时父母离异 不知道自己生肖,9,entertainment,5,society,17,0.69,3,0.15
罗百吉名下夜店涉毒遭警方突袭 自称店面已转让,9,entertainment,5,society,22,0.5,9,0.25
戴军怕掉份儿 穿3万元西装出席时尚活动(图),9,entertainment,4,science,22,0.26,5,0.2
孙燕姿助阵名包活动 订做独一无二手提包(图),9,entertainment,8,game,22,0.51,9,0.23
吴京自导自演动作影片 郑中基加盟出演,9,entertainment,7,sports,18,0.46,9,0.29
《型男志》2011寻找MJ新锐型男网络甄选启动,9,entertainment,4,science,23,0.64,6,0.1
